search_date,outbound_flight_date,outbound_airline,outbound_departure_hour,outboud_arrival_hour,outbound_departure_airport,outbound_arrival_airport,outbound_flight_duration,outbound_flight_stops,inbound_flight_date,inbound_airline,inbound_departure_hour,inboud_arrival_hour,inbound_departure_airport,inbound_arrival_airport,inbound_flight_duration,intbound_flight_stops,price
2024-05-29,2024-07-01,Norwegian,20:45,09:40+1,LGW,OPO,12h 55m,1 stop,2024-07-11,Norwegian,10:05,19:55,OPO,LGW,9h 50m,1 stop,£390
2024-05-29,2024-07-01,Norwegian,09:20,18:30,LGW,OPO,9h 10m,1 stop,2024-07-11,Norwegian,10:05,19:55,OPO,LGW,9h 50m,1 stop,£733
2024-05-29,2024-07-01,easyJet,06:10,08:35,LGW,OPO,2h 25m,direct,2024-07-12,easyJet,06:40,09:00,OPO,LGW,2h 20m,direct,£148
2024-05-29,2024-07-01,easyJet,06:10,08:35,LGW,OPO,2h 25m,direct,2024-07-12,easyJet,19:45,22:00,OPO,LGW,2h 15m,direct,£188
2024-05-29,2024-07-01,easyJet,09:45,12:10,LGW,OPO,2h 25m,direct,2024-07-12,easyJet,06:40,09:00,OPO,LGW,2h 20m,direct,£212
2024-05-29,2024-07-01,easyJet,09:45,12:10,LGW,OPO,2h 25m,direct,2024-07-12,easyJet,19:45,22:00,OPO,LGW,2h 15m,direct,£252
2024-05-29,2024-07-01,Norwegian,11:30,18:30,LGW,OPO,7h 00m,1 stop,2024-07-12,Norwegian,19:10,08:40+1,OPO,LGW,13h 30m,1 stop,£878
2024-05-29,2024-07-01,Norwegian,20:45,09:40+1,LGW,OPO,12h 55m,1 stop,2024-07-12,Norwegian,19:10,08:40+1,OPO,LGW,13h 30m,1 stop,£534
2024-05-29,2024-07-01,Norwegian,09:20,18:30,LGW,OPO,9h 10m,1 stop,2024-07-12,Norwegian,19:10,08:40+1,OPO,LGW,13h 30m,1 stop,£878
2024-05-29,2024-07-02,easyJet,09:40,12:05,LGW,OPO,2h 25m,direct,2024-07-06,easyJet,07:00,09:20,OPO,LGW,2h 20m,direct,£159
2024-05-29,2024-07-02,easyJet,09:40,12:05,LGW,OPO,2h 25m,direct,2024-07-06,easyJet,08:30,10:50,OPO,LGW,2h 20m,direct,£170
2024-05-29,2024-07-02,Vueling,07:45,14:45,LGW,OPO,7h 00m,1 stop,2024-07-06,Vueling,13:50,19:30,OPO,LGW,5h 40m,1 stop,£226
2024-05-29,2024-07-02,Vueling,08:30,19:20,LGW,OPO,10h 50m,1 stop,2024-07-06,Vueling,13:50,19:30,OPO,LGW,5h 40m,1 stop,£188
2024-05-29,2024-07-02,easyJet,09:40,12:05,LGW,OPO,2h 25m,direct,2024-07-07,easyJet,06:40,09:00,OPO,LGW,2h 20m,direct,£160
2024-05-29,2024-07-02,easyJet,09:40,12:05,LGW,OPO,2h 25m,direct,2024-07-07,easyJet,15:50,18:10,OPO,LGW,2h 20m,direct,£312
2024-05-29,2024-07-02,Vueling,07:45,14:45,LGW,OPO,7h 00m,1 stop,2024-07-07,Vueling,20:10,07:50+1,OPO,LGW,11h 40m,1 stop,£338
2024-05-29,2024-07-02,Vueling,08:30,19:20,LGW,OPO,10h 50m,1 stop,2024-07-07,Vueling,20:10,07:50+1,OPO,LGW,11h 40m,1 stop,£300
2024-05-29,2024-07-02,Vueling,07:45,14:45,LGW,OPO,7h 00m,1 stop,2024-07-07,Vueling,20:10,14:45+1,OPO,LGW,18h 35m,1 stop,£338
2024-05-29,2024-07-02,Vueling,08:30,19:20,LGW,OPO,10h 50m,1 stop,2024-07-07,Vueling,20:10,14:45+1,OPO,LGW,18h 35m,1 stop,£300
2024-05-29,2024-07-02,easyJet,09:40,12:05,LGW,OPO,2h 25m,direct,2024-07-08,easyJet,06:40,09:00,OPO,LGW,2h 20m,direct,£221
2024-05-29,2024-07-02,easyJet,09:40,12:05,LGW,OPO,2h 25m,direct,2024-07-08,easyJet,09:05,11:25,OPO,LGW,2h 20m,direct,£233
2024-05-29,2024-07-02,Vueling,07:45,14:45,LGW,OPO,7h 00m,1 stop,2024-07-08,Vueling,13:55,07:00+1,OPO,LGW,17h 05m,1 stop,£213
2024-05-29,2024-07-02,Vueling,08:30,19:20,LGW,OPO,10h 50m,1 stop,2024-07-08,Vueling,13:55,07:00+1,OPO,LGW,17h 05m,1 stop,£175
2024-05-29,2024-07-02,British Airways,17:10,19:35,LGW,OPO,2h 25m,direct,2024-07-09,British Airways,20:25,22:35,OPO,LGW,2h 10m,direct,£274
2024-05-29,2024-07-02,Air Europa,10:00,15:15,LGW,OPO,5h 15m,1 stop,2024-07-09,Air Europa,11:35,16:25,OPO,LGW,4h 50m,1 stop,£329
2024-05-29,2024-07-02,Air Europa,10:00,19:20,LGW,OPO,9h 20m,1 stop,2024-07-09,Air Europa,11:35,16:25,OPO,LGW,4h 50m,1 stop,£251
2024-05-29,2024-07-02,Air Europa,10:00,15:15,LGW,OPO,5h 15m,1 stop,2024-07-09,Air Europa,07:35,16:25,OPO,LGW,8h 50m,1 stop,£329
2024-05-29,2024-07-02,Iberia,10:50,15:55,LGW,OPO,5h 05m,1 stop,2024-07-09,Iberia,12:25,20:00,OPO,LGW,7h 35m,1 stop,£676
2024-05-29,2024-07-02,Air Europa,10:00,19:20,LGW,OPO,9h 20m,1 stop,2024-07-09,Air Europa,07:35,16:25,OPO,LGW,8h 50m,1 stop,£251
2024-05-29,2024-07-02,easyJet,09:40,12:05,LGW,OPO,2h 25m,direct,2024-07-10,easyJet,07:00,09:20,OPO,LGW,2h 20m,direct,£151
2024-05-29,2024-07-02,easyJet,09:40,12:05,LGW,OPO,2h 25m,direct,2024-07-10,easyJet,19:20,21:40,OPO,LGW,2h 20m,direct,£185
2024-05-29,2024-07-02,British Airways,17:10,19:35,LGW,OPO,2h 25m,direct,2024-07-10,British Airways,20:05,22:30,OPO,LGW,2h 25m,direct,£274
2024-05-29,2024-07-02,Air Europa,10:00,15:15,LGW,OPO,5h 15m,1 stop,2024-07-10,Air Europa,11:35,16:25,OPO,LGW,4h 50m,1 stop,£316
2024-05-29,2024-07-02,Air Europa,10:00,19:20,LGW,OPO,9h 20m,1 stop,2024-07-10,Air Europa,11:35,16:25,OPO,LGW,4h 50m,1 stop,£236
2024-05-29,2024-07-02,Air Europa,10:00,15:15,LGW,OPO,5h 15m,1 stop,2024-07-10,Air Europa,07:35,16:25,OPO,LGW,8h 50m,1 stop,£316
2024-05-29,2024-07-02,Air Europa,10:00,19:20,LGW,OPO,9h 20m,1 stop,2024-07-10,Air Europa,07:35,16:25,OPO,LGW,8h 50m,1 stop,£236
2024-05-29,2024-07-02,Vueling,07:45,14:45,LGW,OPO,7h 00m,1 stop,2024-07-10,Vueling,13:50,07:15+1,OPO,LGW,17h 25m,1 stop,£196
2024-05-29,2024-07-02,Vueling,08:30,19:20,LGW,OPO,10h 50m,1 stop,2024-07-10,Vueling,13:50,07:15+1,OPO,LGW,17h 25m,1 stop,£158
2024-05-29,2024-07-02,easyJet,09:40,12:05,LGW,OPO,2h 25m,direct,2024-07-11,easyJet,06:40,09:00,OPO,LGW,2h 20m,direct,£144
2024-05-29,2024-07-02,Vueling,14:30,21:15,LGW,OPO,6h 45m,1 stop,2024-07-11,Vueling,08:35,13:50,OPO,LGW,5h 15m,1 stop,£610
2024-05-29,2024-07-02,British Airways,17:10,19:35,LGW,OPO,2h 25m,direct,2024-07-11,,08:15,19:45,OPO,LGW,11h 30m,2 stops,£601
2024-05-29,2024-07-02,Vueling,21:45,08:00+1,LGW,OPO,10h 15m,1 stop,2024-07-11,Vueling,08:35,13:50,OPO,LGW,5h 15m,1 stop,£604
2024-05-29,2024-07-02,Vueling,21:05,08:00+1,LGW,OPO,10h 55m,1 stop,2024-07-11,Vueling,08:35,13:50,OPO,LGW,5h 15m,1 stop,£604
2024-05-29,2024-07-02,Vueling,14:30,21:15,LGW,OPO,6h 45m,1 stop,2024-07-11,Vueling,21:55,08:55+1,OPO,LGW,11h 00m,1 stop,£608
2024-05-29,2024-07-02,Iberia,10:50,15:55,LGW,OPO,5h 05m,1 stop,2024-07-11,,08:15,19:45,OPO,LGW,11h 30m,2 stops,£783
2024-05-29,2024-07-02,Vueling,21:45,08:00+1,LGW,OPO,10h 15m,1 stop,2024-07-11,Vueling,21:55,08:55+1,OPO,LGW,11h 00m,1 stop,£603
2024-05-29,2024-07-02,Vueling,21:05,08:00+1,LGW,OPO,10h 55m,1 stop,2024-07-11,Vueling,21:55,08:55+1,OPO,LGW,11h 00m,1 stop,£603
2024-05-29,2024-07-02,,20:40,07:35+1,LGW,OPO,10h 55m,1 stop,2024-07-11,,08:15,19:45,OPO,LGW,11h 30m,2 stops,£715
2024-05-29,2024-07-02,Iberia,10:50,15:55,LGW,OPO,5h 05m,1 stop,2024-07-11,,20:35,21:50+1,OPO,LGW,25h 15m,2 stops,£729
2024-05-29,2024-07-02,,20:40,07:35+1,LGW,OPO,10h 55m,1 stop,2024-07-11,,20:35,21:50+1,OPO,LGW,25h 15m,2 stops,£661
2024-05-29,2024-07-02,easyJet,09:40,12:05,LGW,OPO,2h 25m,direct,2024-07-12,easyJet,06:40,09:00,OPO,LGW,2h 20m,direct,£150
2024-05-29,2024-07-02,easyJet,09:40,12:05,LGW,OPO,2h 25m,direct,2024-07-12,easyJet,19:45,22:00,OPO,LGW,2h 15m,direct,£190
2024-05-29,2024-07-02,Vueling,07:45,14:45,LGW,OPO,7h 00m,1 stop,2024-07-12,Vueling,15:35,07:50+1,OPO,LGW,16h 15m,1 stop,£230
2024-05-29,2024-07-02,Vueling,08:30,19:20,LGW,OPO,10h 50m,1 stop,2024-07-12,Vueling,15:35,07:50+1,OPO,LGW,16h 15m,1 stop,£192
2024-05-29,2024-07-02,easyJet,09:40,12:05,LGW,OPO,2h 25m,direct,2024-07-13,easyJet,07:00,09:20,OPO,LGW,2h 20m,direct,£175
2024-05-29,2024-07-02,easyJet,09:40,12:05,LGW,OPO,2h 25m,direct,2024-07-13,easyJet,08:30,10:50,OPO,LGW,2h 20m,direct,£190
2024-05-29,2024-07-02,Vueling,07:45,14:45,LGW,OPO,7h 00m,1 stop,2024-07-13,Vueling,13:50,19:30,OPO,LGW,5h 40m,1 stop,£218
2024-05-29,2024-07-02,Iberia,10:50,15:55,LGW,OPO,5h 05m,1 stop,2024-07-13,British Airways,12:20,20:00,OPO,LGW,7h 40m,1 stop,£619
2024-05-29,2024-07-02,Vueling,08:30,19:20,LGW,OPO,10h 50m,1 stop,2024-07-13,Vueling,13:50,19:30,OPO,LGW,5h 40m,1 stop,£180
2024-05-29,2024-07-02,TAP AIR PORTUGAL,12:00,14:25,LGW,OPO,2h 25m,direct,2024-07-13,TAP AIR PORTUGAL,22:55,09:45+1,OPO,LGW,10h 50m,1 stop,£622
2024-05-29,2024-07-02,Vueling,21:45,08:00+1,LGW,OPO,10h 15m,1 stop,2024-07-13,Vueling,08:10,13:35,OPO,LGW,5h 25m,1 stop,£628
2024-05-29,2024-07-02,Vueling,21:05,08:00+1,LGW,OPO,10h 55m,1 stop,2024-07-13,Vueling,08:10,13:35,OPO,LGW,5h 25m,1 stop,£628
2024-05-29,2024-07-02,Vueling,14:30,21:15,LGW,OPO,6h 45m,1 stop,2024-07-13,Vueling,21:55,08:55+1,OPO,LGW,11h 00m,1 stop,£601
2024-05-29,2024-07-02,Vueling,07:25,16:10,LGW,OPO,8h 45m,1 stop,2024-07-13,Vueling,21:55,08:30+1,OPO,LGW,10h 35m,1 stop,£629
2024-05-29,2024-07-03,easyJet,16:20,18:50,LGW,OPO,2h 30m,direct,2024-07-07,easyJet,06:40,09:00,OPO,LGW,2h 20m,direct,£152
2024-05-29,2024-07-03,easyJet,09:55,12:20,LGW,OPO,2h 25m,direct,2024-07-07,easyJet,06:40,09:00,OPO,LGW,2h 20m,direct,£166
2024-05-29,2024-07-03,easyJet,16:20,18:50,LGW,OPO,2h 30m,direct,2024-07-07,easyJet,15:50,18:10,OPO,LGW,2h 20m,direct,£304
2024-05-29,2024-07-03,easyJet,09:55,12:20,LGW,OPO,2h 25m,direct,2024-07-07,easyJet,15:50,18:10,OPO,LGW,2h 20m,direct,£318
2024-05-29,2024-07-03,Vueling,13:00,21:15,LGW,OPO,8h 15m,1 stop,2024-07-07,Vueling,21:55,08:30+1,OPO,LGW,10h 35m,1 stop,£611
2024-05-29,2024-07-03,Norwegian,09:20,19:40,LGW,OPO,10h 20m,1 stop,2024-07-07,Norwegian,10:05,19:55,OPO,LGW,9h 50m,1 stop,£580
2024-05-29,2024-07-03,Norwegian,20:45,09:25+1,LGW,OPO,12h 40m,1 stop,2024-07-07,Norwegian,10:05,19:55,OPO,LGW,9h 50m,1 stop,£478
2024-05-29,2024-07-03,easyJet,16:20,18:50,LGW,OPO,2h 30m,direct,2024-07-08,easyJet,06:40,09:00,OPO,LGW,2h 20m,direct,£213
2024-05-29,2024-07-03,easyJet,09:55,12:20,LGW,OPO,2h 25m,direct,2024-07-08,easyJet,06:40,09:00,OPO,LGW,2h 20m,direct,£227
2024-05-29,2024-07-03,easyJet,16:20,18:50,LGW,OPO,2h 30m,direct,2024-07-08,easyJet,09:05,11:25,OPO,LGW,2h 20m,direct,£225
2024-05-29,2024-07-03,easyJet,09:55,12:20,LGW,OPO,2h 25m,direct,2024-07-08,easyJet,09:05,11:25,OPO,LGW,2h 20m,direct,£239
2024-05-29,2024-07-03,British Airways,16:50,19:15,LGW,OPO,2h 25m,direct,2024-07-08,British Airways,11:50,14:10,OPO,LGW,2h 20m,direct,£558
2024-05-29,2024-07-03,Air Europa,10:00,15:15,LGW,OPO,5h 15m,1 stop,2024-07-08,Air Europa,11:35,16:25,OPO,LGW,4h 50m,1 stop,£342
2024-05-29,2024-07-03,Air Europa,10:00,19:20,LGW,OPO,9h 20m,1 stop,2024-07-08,Air Europa,11:35,16:25,OPO,LGW,4h 50m,1 stop,£316
2024-05-29,2024-07-03,Air Europa,10:00,15:15,LGW,OPO,5h 15m,1 stop,2024-07-08,Air Europa,07:35,16:25,OPO,LGW,8h 50m,1 stop,£342
2024-05-29,2024-07-03,Air Europa,10:00,19:20,LGW,OPO,9h 20m,1 stop,2024-07-08,Air Europa,07:35,16:25,OPO,LGW,8h 50m,1 stop,£316
2024-05-29,2024-07-03,Norwegian,09:20,19:40,LGW,OPO,10h 20m,1 stop,2024-07-08,Norwegian,19:10,08:40+1,OPO,LGW,13h 30m,1 stop,£487
2024-05-29,2024-07-03,Norwegian,20:45,09:25+1,LGW,OPO,12h 40m,1 stop,2024-07-08,Norwegian,19:10,08:40+1,OPO,LGW,13h 30m,1 stop,£389
